sgRNA,lowest_OD,lowest_OD2,Depletion
1831,76.68205004,23.31794996,20.83853179
1831,76.68205004,23.31794996,20.83853179
1831,76.68205004,23.31794996,20.83853179
1831,76.68205004,23.31794996,20.83853179
1831,76.68205004,23.31794996,20.83853179
1831,76.68205004,23.31794996,20.83853179
1831,76.68205004,23.31794996,20.83853179
1831,76.68205004,23.31794996,20.83853179
1831,76.68205004,23.31794996,20.83853179
1832,61.48836216,38.51163784,41.38011587
1832,61.48836216,38.51163784,41.38011587
1832,61.48836216,38.51163784,41.38011587
1832,61.48836216,38.51163784,41.38011587
1832,61.48836216,38.51163784,41.38011587
1832,61.48836216,38.51163784,41.38011587
1832,61.48836216,38.51163784,41.38011587
1832,61.48836216,38.51163784,41.38011587
1832,61.48836216,38.51163784,41.38011587
1834,55.95100532,44.04899468,67.84007283
1834,55.95100532,44.04899468,67.84007283
1834,55.95100532,44.04899468,67.84007283
1834,55.95100532,44.04899468,67.84007283
1834,55.95100532,44.04899468,67.84007283
1834,55.95100532,44.04899468,67.84007283
1834,55.95100532,44.04899468,67.84007283
1834,55.95100532,44.04899468,67.84007283
1834,55.95100532,44.04899468,67.84007283
1835,17.53362695,82.46637305,98.14229833
1835,17.53362695,82.46637305,98.14229833
1835,17.53362695,82.46637305,98.14229833
1835,17.53362695,82.46637305,98.14229833
1835,17.53362695,82.46637305,98.14229833
1835,17.53362695,82.46637305,98.14229833
1835,17.53362695,82.46637305,98.14229833
1835,17.53362695,82.46637305,98.14229833
1835,17.53362695,82.46637305,98.14229833
1836,48.04801436,51.95198564,100
1836,48.04801436,51.95198564,100
1836,48.04801436,51.95198564,100
1836,48.04801436,51.95198564,100
1836,48.04801436,51.95198564,100
1836,48.04801436,51.95198564,100
1836,48.04801436,51.95198564,100
1836,48.04801436,51.95198564,100
1836,48.04801436,51.95198564,100
1837,37.74705954,62.25294046,82.18129005
1837,37.74705954,62.25294046,82.18129005
1837,37.74705954,62.25294046,82.18129005
1837,37.74705954,62.25294046,82.18129005
1837,37.74705954,62.25294046,82.18129005
1837,37.74705954,62.25294046,82.18129005
1837,37.74705954,62.25294046,82.18129005
1837,37.74705954,62.25294046,82.18129005
1837,37.74705954,62.25294046,82.18129005
1838,82.43448538,17.56551462,97.36499986
1838,82.43448538,17.56551462,97.36499986
1838,82.43448538,17.56551462,97.36499986
1838,82.43448538,17.56551462,97.36499986
1838,82.43448538,17.56551462,97.36499986
1838,82.43448538,17.56551462,97.36499986
1838,82.43448538,17.56551462,97.36499986
1838,82.43448538,17.56551462,97.36499986
1838,82.43448538,17.56551462,97.36499986
1839,19.70285714,80.29714286,48.71546292
1839,19.70285714,80.29714286,48.71546292
1839,19.70285714,80.29714286,48.71546292
1839,19.70285714,80.29714286,48.71546292
1839,19.70285714,80.29714286,48.71546292
1839,19.70285714,80.29714286,48.71546292
1839,19.70285714,80.29714286,48.71546292
1839,19.70285714,80.29714286,48.71546292
1839,19.70285714,80.29714286,48.71546292
1841,96,4,48.5905467
1841,96,4,48.5905467
1841,96,4,48.5905467
1841,96,4,48.5905467
1841,96,4,48.5905467
1841,96,4,48.5905467
1841,96,4,48.5905467
1841,96,4,48.5905467
1841,96,4,48.5905467
1842,77.10405045,22.89594955,100
1842,77.10405045,22.89594955,100
1842,77.10405045,22.89594955,100
1842,77.10405045,22.89594955,100
1842,77.10405045,22.89594955,100
1842,77.10405045,22.89594955,100
1842,77.10405045,22.89594955,100
1842,77.10405045,22.89594955,100
1842,77.10405045,22.89594955,100
1843,80.61192801,19.38807199,48.55110219
1843,80.61192801,19.38807199,48.55110219
1843,80.61192801,19.38807199,48.55110219
1843,80.61192801,19.38807199,48.55110219
1843,80.61192801,19.38807199,48.55110219
1843,80.61192801,19.38807199,48.55110219
1843,80.61192801,19.38807199,48.55110219
1843,80.61192801,19.38807199,48.55110219
1843,80.61192801,19.38807199,48.55110219
1844,88.83886504,11.16113496,75.04974135
1844,88.83886504,11.16113496,75.04974135
1844,88.83886504,11.16113496,75.04974135
1844,88.83886504,11.16113496,75.04974135
1844,88.83886504,11.16113496,75.04974135
1844,88.83886504,11.16113496,75.04974135
1844,88.83886504,11.16113496,75.04974135
1844,88.83886504,11.16113496,75.04974135
1844,88.83886504,11.16113496,75.04974135
1845,92.33206591,7.66793409,0
1845,92.33206591,7.66793409,0
1845,92.33206591,7.66793409,0
1845,92.33206591,7.66793409,0
1845,92.33206591,7.66793409,0
1845,92.33206591,7.66793409,0
1845,92.33206591,7.66793409,0
1845,92.33206591,7.66793409,0
1845,92.33206591,7.66793409,0
1846,32.60732721,67.39267279,79.57932681
1846,32.60732721,67.39267279,79.57932681
1846,32.60732721,67.39267279,79.57932681
1846,32.60732721,67.39267279,79.57932681
1846,32.60732721,67.39267279,79.57932681
1846,32.60732721,67.39267279,79.57932681
1846,32.60732721,67.39267279,79.57932681
1846,32.60732721,67.39267279,79.57932681
1846,32.60732721,67.39267279,79.57932681
1847,74.05255179,25.94744821,53.54553611
1847,74.05255179,25.94744821,53.54553611
1847,74.05255179,25.94744821,53.54553611
1847,74.05255179,25.94744821,53.54553611
1847,74.05255179,25.94744821,53.54553611
1847,74.05255179,25.94744821,53.54553611
1847,74.05255179,25.94744821,53.54553611
1847,74.05255179,25.94744821,53.54553611
1847,74.05255179,25.94744821,53.54553611
1848,91.22268163,8.77731837,47.57222106
1848,91.22268163,8.77731837,47.57222106
1848,91.22268163,8.77731837,47.57222106
1848,91.22268163,8.77731837,47.57222106
1848,91.22268163,8.77731837,47.57222106
1848,91.22268163,8.77731837,47.57222106
1848,91.22268163,8.77731837,47.57222106
1848,91.22268163,8.77731837,47.57222106
1848,91.22268163,8.77731837,47.57222106
1849,89.13992298,10.86007702,0
1849,89.13992298,10.86007702,0
1849,89.13992298,10.86007702,0
1849,89.13992298,10.86007702,0
1849,89.13992298,10.86007702,0
1849,89.13992298,10.86007702,0
1849,89.13992298,10.86007702,0
1849,89.13992298,10.86007702,0
1849,89.13992298,10.86007702,0
1850,93.28462649,6.71537351,57.55275366
1850,93.28462649,6.71537351,57.55275366
1850,93.28462649,6.71537351,57.55275366
1850,93.28462649,6.71537351,57.55275366
1850,93.28462649,6.71537351,57.55275366
1850,93.28462649,6.71537351,57.55275366
1850,93.28462649,6.71537351,57.55275366
1850,93.28462649,6.71537351,57.55275366
1850,93.28462649,6.71537351,57.55275366
1851,88.37428117,11.62571883,46.28879892
1851,88.37428117,11.62571883,46.28879892
1851,88.37428117,11.62571883,46.28879892
1851,88.37428117,11.62571883,46.28879892
1851,88.37428117,11.62571883,46.28879892
1851,88.37428117,11.62571883,46.28879892
1851,88.37428117,11.62571883,46.28879892
1851,88.37428117,11.62571883,46.28879892
1851,88.37428117,11.62571883,46.28879892
1852,83.94142154,16.05857846,29.46099646
1852,83.94142154,16.05857846,29.46099646
1852,83.94142154,16.05857846,29.46099646
1852,83.94142154,16.05857846,29.46099646
1852,83.94142154,16.05857846,29.46099646
1852,83.94142154,16.05857846,29.46099646
1852,83.94142154,16.05857846,29.46099646
1852,83.94142154,16.05857846,29.46099646
1852,83.94142154,16.05857846,29.46099646
1853,94.49458484,5.50541516,86.77251749
1853,94.49458484,5.50541516,86.77251749
1853,94.49458484,5.50541516,86.77251749
1853,94.49458484,5.50541516,86.77251749
1853,94.49458484,5.50541516,86.77251749
1853,94.49458484,5.50541516,86.77251749
1853,94.49458484,5.50541516,86.77251749
1853,94.49458484,5.50541516,86.77251749
1853,94.49458484,5.50541516,86.77251749
1854,65.89176353,34.10823647,48.57207523
1854,65.89176353,34.10823647,48.57207523
1854,65.89176353,34.10823647,48.57207523
1854,65.89176353,34.10823647,48.57207523
1854,65.89176353,34.10823647,48.57207523
1854,65.89176353,34.10823647,48.57207523
1854,65.89176353,34.10823647,48.57207523
1854,65.89176353,34.10823647,48.57207523
1854,65.89176353,34.10823647,48.57207523
1856,93.2959561,6.7040439,57.86066216
1856,93.2959561,6.7040439,57.86066216
1856,93.2959561,6.7040439,57.86066216
1856,93.2959561,6.7040439,57.86066216
1856,93.2959561,6.7040439,57.86066216
1856,93.2959561,6.7040439,57.86066216
1856,93.2959561,6.7040439,57.86066216
1856,93.2959561,6.7040439,57.86066216
1856,93.2959561,6.7040439,57.86066216
1872,28.85219529,71.14780471,21.2642296
1872,28.85219529,71.14780471,21.2642296
1872,28.85219529,71.14780471,21.2642296
1872,28.85219529,71.14780471,21.2642296
1872,28.85219529,71.14780471,21.2642296
1872,28.85219529,71.14780471,21.2642296
1872,28.85219529,71.14780471,21.2642296
1872,28.85219529,71.14780471,21.2642296
1872,28.85219529,71.14780471,21.2642296
1875,71.41375783,28.58624217,0
1875,71.41375783,28.58624217,0
1875,71.41375783,28.58624217,0
1875,71.41375783,28.58624217,0
1875,71.41375783,28.58624217,0
1875,71.41375783,28.58624217,0
1875,71.41375783,28.58624217,0
1875,71.41375783,28.58624217,0
1875,71.41375783,28.58624217,0
1876,0.830143232,99.16985677,98.43086033
1876,0.830143232,99.16985677,98.43086033
1876,0.830143232,99.16985677,98.43086033
1876,0.830143232,99.16985677,98.43086033
1876,0.830143232,99.16985677,98.43086033
1876,0.830143232,99.16985677,98.43086033
1876,0.830143232,99.16985677,98.43086033
1876,0.830143232,99.16985677,98.43086033
1876,0.830143232,99.16985677,98.43086033
1879,40.42743727,59.57256273,13.65330848
1879,40.42743727,59.57256273,13.65330848
1879,40.42743727,59.57256273,13.65330848
1879,40.42743727,59.57256273,13.65330848
1879,40.42743727,59.57256273,13.65330848
1879,40.42743727,59.57256273,13.65330848
1879,40.42743727,59.57256273,13.65330848
1879,40.42743727,59.57256273,13.65330848
1879,40.42743727,59.57256273,13.65330848
1883,52.77940807,47.22059193,30.80940325
1883,52.77940807,47.22059193,30.80940325
1883,52.77940807,47.22059193,30.80940325
1883,52.77940807,47.22059193,30.80940325
1883,52.77940807,47.22059193,30.80940325
1883,52.77940807,47.22059193,30.80940325
1883,52.77940807,47.22059193,30.80940325
1883,52.77940807,47.22059193,30.80940325
1883,52.77940807,47.22059193,30.80940325
1886,9.987226717,90.01277328,22.33823215
1886,9.987226717,90.01277328,22.33823215
1886,9.987226717,90.01277328,22.33823215
1886,9.987226717,90.01277328,22.33823215
1886,9.987226717,90.01277328,22.33823215
1886,9.987226717,90.01277328,22.33823215
1886,9.987226717,90.01277328,22.33823215
1886,9.987226717,90.01277328,22.33823215
1886,9.987226717,90.01277328,22.33823215
1891,12.6035864,87.3964136,32.46716732
1891,12.6035864,87.3964136,32.46716732
1891,12.6035864,87.3964136,32.46716732
1891,12.6035864,87.3964136,32.46716732
1891,12.6035864,87.3964136,32.46716732
1891,12.6035864,87.3964136,32.46716732
1891,12.6035864,87.3964136,32.46716732
1891,12.6035864,87.3964136,32.46716732
1891,12.6035864,87.3964136,32.46716732
pgRNA-nontarget,99,1,0
pgRNA-nontarget,99,1,0
pgRNA-nontarget,99,1,0
pgRNA-nontarget,99,1,0
pgRNA-nontarget,99,1,0
pgRNA-nontarget,99,1,0
pgRNA-nontarget,99,1,0
pgRNA-nontarget,99,1,0
pgRNA-nontarget,99,1,0
