sgRNA_Manual,10x5x3xpool_Dep,10x5x3xWOR_Dep,10x5x3xWR_Dep,20x10x5xpool_Dep,20x10x5xWOR_Dep,20x10x5xWR_Dep,Spike-in_IC55_Depletion,Spike-in_IC55_Dep_Cond,1X_Depletion,Condition_1X_IC30_Dep
1351,38.60853259,-11.71229639,-7.592924282,54.53766045,-15.31579357,55.90496554,32.85218725,5x3x2xpool_Dep,97.61306533,ON_0R
1916,20.19589695,28.96812199,25.56107477,42.4802104,27.26260428,-42.85382217,-0.804935758,5x3x2xpool_Dep,40.42838019,ON_0R
1579,-7.010047274,53.66125451,48.32494372,29.34577026,45.92550773,-14.40195332,-43.52835728,5x3x2xpool_Dep,62.25680934,ON_0R
2045,15.9639643,47.14799654,53.27110765,37.72272919,49.78971125,-5.618106344,7.087408838,5x3x2xpool_Dep,22.50733138,#N/A
1967,36.65522731,38.21896989,34.02631064,49.32587979,39.67662476,-12.50624371,13.12065323,5x3x2xpool_Dep,78.76712329,ON_0R
1771,52.02733984,-7.753085984,-7.865710745,55.82198801,-4.568116197,83.32244564,32.4760795,5x3x2xpool_Dep,98.5619469,ON_0R
1921,34.65522974,40.24123883,27.55466579,54.61045712,18.89107203,-32.64584536,17.47441654,5x3x2xpool_Dep,72.39010989,ON_0R
2074,51.20543356,25.38251647,31.12755406,62.11362645,21.91217816,-23.86296898,34.89331132,5x3x2xpool_Dep,66.71043992,ON_0R
2017,14.24144837,26.64787239,21.84960763,29.67838698,34.9434567,7.744027511,-11.84024536,5x3x2xpool_Dep,92.3415493,ON_0R
1858,-325.7403774,73.2232521,75.5669529,-186.5090645,62.17419946,12.99447235,-146.0916002,5x3x2xpool_Dep,0,#N/A
2046,-24.82817288,32.6844354,35.47676561,14.65488551,28.39031584,-65.405831,-44.08173314,5x3x2xpool_Dep,2.127659574,#N/A
1646,-8.374255449,25.77724491,18.27261043,19.98739097,23.10763422,-79.16685182,-40.36791932,5x3x2xpool_Dep,44.94773519,ON_05R
2042,-170.6591339,-27.27028807,-0.019485364,-137.7530448,-10.92980764,34.08185246,-89.75862355,5x3x2xpool_Dep,96.914446,ON_0R
1872,-20.1801939,22.99578163,32.38252544,20.74898505,22.09682816,-79.35335357,-26.50574904,5x3x2xpool_Dep,0,#N/A
1612,19.89817334,40.56505327,35.14310663,37.49776299,42.58225022,-26.04978764,-9.017629884,5x3x2xpool_Dep,59.47136564,ON_05R
1414,6.873582461,-21.0487039,-32.14561626,19.73224483,-21.13334473,-155.2505662,-14.47461235,5x3x2xpool_Dep,0,#N/A
1692,47.49723232,-182.1155207,-173.6159175,51.53465316,-131.5708057,-372.1283626,33.95695441,5x3x2xpool_Dep,89.36170213,ON_0R
1911,49.60934961,-41.34490083,-50.32735797,60.3960439,-61.38124473,-179.0527536,37.77688966,5x3x2xpool_Dep,93.63738739,ON_0R
1790,47.9885977,-15.31821937,-29.60296512,56.95222163,-10.91544413,-102.154076,35.71261585,5x3x2xpool_Dep,42.37288136,ON_05R
1602,41.52703405,-32.91950858,-27.8633389,47.81181073,-16.31628256,-15.31815983,14.67114486,5x3x2xpool_Dep,72.34972678,ON_05R
1671,26.13162023,36.34458101,34.64177937,46.65848058,26.9710248,-37.61381471,14.37486411,5x3x2xpool_Dep,26.67353244,#N/A
1952,26.67557104,49.17526155,41.42645098,44.08932887,44.34480506,-4.928102946,14.86400685,5x3x2xpool_Dep,80.89668616,ON_0R
1681,38.72700891,55.16731082,58.11967493,54.02357057,55.52661721,33.27449245,32.86404349,5x3x2xpool_Dep,21.23197903,#N/A
1689,27.39672345,1.372551932,-6.731349896,43.37639744,-3.191391017,-91.43919565,14.96112176,5x3x2xpool_Dep,12.7340824,#N/A
1648,-507.497108,13.10842388,19.22467274,-445.5196687,-9.897063536,47.62422495,-318.9155808,5x3x2xpool_Dep,97.5308642,ON_05R
2076,20.83388225,15.13443044,14.74541991,47.1353647,12.50646723,-91.7983389,26.19851655,5x3x2xpool_Dep,68.9227836,ON_0R
1979,24.47757635,68.81983713,65.13872072,51.36142744,62.37949656,38.97082346,22.7499712,5x3x2xpool_Dep,39.56989247,ON_05R
1880,11.19532271,20.78690573,18.61324252,21.77273607,31.64941651,-21.34500406,-27.13020402,5x3x2xpool_Dep,43.53741497,WOR_02R
1776,50.01184232,15.31167061,4.876556393,54.76273463,20.48637719,-40.64167458,42.12553057,5x3x2xpool_Dep,73.01324503,ON_0R
1354,60.77852244,-194.481141,-153.1296118,65.54777803,-192.0429728,-224.800634,44.58827395,5x3x2xpool_Dep,83.41677096,ON_0R
1765,55.53123029,-13.63109227,-14.8204832,67.80877027,-23.75048544,-112.355535,44.48994574,5x3x2xpool_Dep,85.16984258,ON_0R
1747,54.55133855,-14.17857985,-20.29534185,58.95467689,-2.604920585,-29.69802936,35.79056848,5x3x2xpool_Dep,94.2408377,ON_0R
1517,-589.2228907,36.17390611,35.34624231,-2060.582007,39.50683091,81.55340309,-1127.096094,5x3x2xpool_Dep,96.62337662,ON_01R
1634,58.3854931,-26.02429969,-23.25977354,59.78419731,6.000724671,-82.90051581,46.50252562,5x3x2xpool_Dep,74.1697417,ON_0R
1933,43.03561284,-42.24979776,-38.44257051,50.93064436,-17.82909814,-125.4902209,31.27191343,5x3x2xpool_Dep,29.16666667,#N/A
1655,-545.5429001,14.22143907,10.31826186,-2276.58204,36.19417674,47.41479418,-364.7174826,5x3x2xpool_Dep,91.04683196,ON_01R
1843,26.04844715,4.94167109,-1.544649376,44.17792901,9.168056578,-83.14545966,7.290088926,5x3x2xpool_Dep,0,#N/A
1968,8.198831267,52.69347765,50.77307097,33.25402105,51.84077152,5.620047491,-4.193605834,5x3x2xpool_Dep,10.57827927,#N/A
1480,42.86551362,-52.86134415,-49.79298962,46.22861667,-31.68778896,44.52972477,10.69340177,5x3x2xpool_Dep,0,ON_0R
2028,-573.3765205,52.46396056,51.47159685,-729.3681643,51.39647697,90.55351334,-414.4442054,5x3x2xpool_Dep,96.90721649,ON_0R
1998,37.7634351,55.00958064,49.23625752,50.05355847,49.28927946,18.74165843,19.71101997,5x3x2xpool_Dep,55.963991,ON_01R
1946,39.08410491,-8.228615861,-8.331964102,53.91208185,-10.74520922,-98.99775466,25.65835183,5x3x2xpool_Dep,43.45549738,ON_01R
1885,44.88283329,31.00609263,40.82840273,56.69260424,37.63027509,-8.318666405,51.3026432,5x3x2xpool_Dep,50.46554935,ON_0R
1976,41.59694929,24.65998293,18.69791145,49.98229286,28.69964493,-47.87923426,20.40757789,5x3x2xpool_Dep,0,ON_0R
1705,66.38912751,0.002617415,-2.030096278,66.29476323,16.22585026,-39.49949999,-26.68360787,5x3x2xWOR_Dep,74.2280285,ON_0R
1591,-370.9629087,61.49235626,64.41876487,-245.8510647,53.4413704,-39.75318109,-191.4979293,5x3x2xpool_Dep,52.24489796,ON_0R
2069,30.59845199,-0.6341099,-6.164557597,46.49219356,-10.16874486,-103.1489259,19.52920853,5x3x2xpool_Dep,46.39053254,ON_05R
2064,30.24708984,28.81911469,20.16017923,47.4362901,24.09965295,-45.58068844,15.29828553,5x3x2xpool_Dep,85.96059113,ON_0R
1993,39.78166029,44.53283437,45.26627253,51.67179565,50.7582846,4.79407434,28.68986094,5x3x2xpool_Dep,42.97297297,ON_05R
1584,41.80183967,-12.64636844,-19.11642966,53.61220252,-23.55191985,-93.92424302,20.77957132,5x3x2xpool_Dep,84.49920509,ON_0R
1845,27.85709084,43.56986795,44.30278999,50.54058986,31.86804885,-26.16594218,21.57804163,5x3x2xpool_Dep,59.48717949,ON_0R
1861,-20.88289068,67.65151666,64.99786707,28.87075935,55.46496494,3.169229395,-37.38212569,5x3x2xpool_Dep,52.24274406,ON_0R
1971,30.13888078,31.71925162,29.46471567,44.48938055,29.52923726,-46.7278248,23.45415201,5x3x2xpool_Dep,84.05797101,ON_0R
1780,-569.8848439,14.47119009,15.31977975,-511.2789685,13.97529547,-61.30934157,-288.1725002,5x3x2xpool_Dep,70.61469265,ON_05R
1963,50.51266688,25.8474668,41.41289229,53.92493191,46.59616775,-6.162930769,33.96895133,5x3x2xpool_Dep,69.74267968,ON_0R
1850,39.1718197,-30.23767442,-24.11856376,53.25556046,-36.89584012,-135.3693527,24.3394234,5x3x2xpool_Dep,37.73747841,ON_05R
1957,33.48256532,-4.131308285,14.99482003,47.05424661,6.998439854,-70.53004495,27.3828065,5x3x2xpool_Dep,83.75286041,ON_0R
1789,47.50609613,21.63055004,14.41431484,51.29556485,31.03640117,-13.2857327,42.09339312,5x3x2xpool_Dep,70.08547009,ON_01R
1700,48.23010718,-15.90454345,-8.68210639,58.83119721,-18.69550388,-99.38484209,39.49996118,5x3x2xpool_Dep,61.35902637,ON_0R
2055,49.09872955,5.273041951,9.947333169,63.34284683,5.254879422,-58.44835379,39.1522598,5x3x2xpool_Dep,85.81560284,ON_0R
1698,42.32347512,-20.29023871,-37.45965209,48.45440308,-5.142446543,-104.544018,20.72408706,5x3x2xpool_Dep,0,#N/A
1340,-523.8070448,-27.55260927,-18.72830502,-645.3707587,-29.40301416,96.9968336,-266.759453,5x3x2xpool_Dep,98.85057471,ON_0R
1628,21.17252059,35.4096635,21.2337623,34.4908475,31.00108558,52.34110509,-5.53026408,5x3x2xpool_Dep,0,ON_0R
1795,17.96672337,17.12461723,20.46372616,42.74792034,11.70040937,-83.00674134,-2.308465421,5x3x2xpool_Dep,45.32803181,ON_0R
1961,40.83510534,39.52254107,43.03985413,57.90668923,40.12960833,-26.82202648,40.08304466,5x3x2xpool_Dep,93.68836292,ON_0R
1475,-289.4479436,9.25162247,8.107595162,-430.1741078,18.36402009,35.85136387,-210.7120534,5x3x2xpool_Dep,86.25792812,ON_01R
1666,-368.2037866,-53.80983871,-37.44630163,-284.7029646,-66.36549424,-81.42521186,-194.8626511,5x3x2xpool_Dep,85.04347826,ON_0R
1833,27.33374886,-81.11117195,-63.22690418,48.35036288,-108.6304921,-259.5220675,10.77862883,5x3x2xpool_Dep,0,#N/A
1693,41.36341882,55.63273267,57.26709631,53.66951386,53.55547617,92.69062425,24.71350281,5x3x2xpool_Dep,98.55537721,ON_0R
2077,18.31444823,38.73990754,41.71733542,41.57809499,35.8741148,-25.9437576,-10.71543705,5x3x2xpool_Dep,77.18579235,ON_0R
1932,32.014258,-14.46467279,-7.564313138,51.9255281,-15.93076745,-136.9331344,14.34016456,5x3x2xpool_Dep,53.19327731,ON_05R
1611,22.35611637,27.97991528,28.46407696,50.57304935,25.18391207,-43.77130505,12.82406128,5x3x2xpool_Dep,54.47409733,ON_0R
1841,21.12489069,4.280264787,4.263845001,49.5322239,-2.67565008,-113.8248918,18.01705855,5x3x2xpool_Dep,38.01169591,ON_05R
1878,-0.516979809,16.30701171,10.65492238,28.53547,9.368993487,-83.49232606,-12.06415237,5x3x2xpool_Dep,34.75479744,ON_0R
1701,33.10446124,-1.618110521,-14.86457578,47.35871674,0.457460319,-99.85911582,18.66958412,5x3x2xpool_Dep,15.43340381,#N/A
1801,5.407024704,41.98000724,42.33679653,36.07331552,39.92665003,4.134449644,-3.760062352,5x3x2xpool_Dep,0,#N/A
1864,20.38424579,20.80359967,21.79561302,36.79390364,23.75163185,-58.64096135,5.338301324,5x3x2xpool_Dep,64.14048059,ON_0R
1471,-25.33322119,-46.29014829,-31.63958603,18.37025668,-45.69643286,-274.2121422,-35.71144262,5x3x2xpool_Dep,5.904761905,#N/A
1636,-73.07232073,50.72867407,51.05854571,-8.105600636,50.63466218,33.8672976,-117.3934279,5x3x2xpool_Dep,82.35294118,ON_05R
1906,37.5405195,0.343788132,-8.144475391,45.75675271,17.71771868,-81.12268906,24.02946476,5x3x2xpool_Dep,20.13513514,#N/A
1752,15.71523355,4.599125143,-1.836506088,36.48551721,12.11538762,-90.34409356,13.4290448,5x3x2xpool_Dep,66.71105193,ON_0R
1703,44.6681951,6.179487618,15.48468552,57.33980593,15.08820733,-58.83234407,28.34211197,5x3x2xpool_Dep,39.93660856,ON_0R
2048,-34.49141471,41.6213777,37.27860229,3.803307615,45.25705963,-45.93489936,-53.99119914,5x3x2xpool_Dep,0,#N/A
1908,15.71127038,37.04041314,38.81045221,40.19078601,37.84215335,-28.57856425,13.38145219,5x3x2xpool_Dep,47.03770197,ON_0R
2040,16.26537948,-80.53438478,-89.77245607,25.02781181,-62.38434708,-186.3372547,-9.080368011,5x3x2xpool_Dep,59.26395939,ON_0R
2052,12.08908918,-84.22755807,-42.83041668,27.4681362,-50.58111155,-265.1871558,5.965199991,5x3x2xpool_Dep,75.2173913,ON_0R
2061,29.21187941,16.08001865,16.82210473,45.09270124,23.43952286,-32.70577742,23.9362951,5x3x2xpool_Dep,80.19169329,ON_0R
2080,46.42895045,-6.843389603,-7.446334408,55.63343351,9.382807084,-80.16872891,30.34925181,5x3x2xpool_Dep,0,ON_0R
1903,13.71586713,32.99204701,26.74208635,33.3289453,23.93328156,-64.4578524,-6.174607974,5x3x2xpool_Dep,15.14143095,#N/A
1759,45.11670375,18.36765086,7.185808993,57.65940015,22.24559047,-54.03966608,42.70759534,5x3x2xpool_Dep,75.62028047,ON_0R
1901,-32.38697227,53.59074441,59.91263252,11.24295049,60.7447703,1.28091276,-32.26703103,5x3x2xpool_Dep,28.28685259,#N/A
1565,-44.01698661,36.10275971,37.20205563,20.66365614,34.14466546,-89.42377768,-46.30527823,5x3x2xpool_Dep,12.109375,#N/A
1931,4.966031813,1.258318594,-4.571678697,31.28410577,-20.54296833,-105.5917668,-1.060741244,5x3x2xpool_Dep,24.72677596,#N/A
1743,-742.596608,31.14295153,36.47969327,-683.5239424,26.26329552,85.15947815,-519.5635857,5x3x2xpool_Dep,98.47182426,ON_0R
2009,26.31705082,34.94198668,17.36380382,47.42028549,18.6075721,25.34714508,17.18485309,5x3x2xpool_Dep,96.57142857,ON_0R
1934,11.66849825,29.92936332,17.433539,23.77591963,38.21107253,-13.39404809,-6.522384326,5x3x2xpool_Dep,56.96721311,ON_05R
1411,-432.3973933,-42.89429104,-37.6083253,-249.9319837,-49.54850707,-241.9562068,-237.3316169,5x3x2xpool_Dep,77.46781116,ON_0R
2078,27.60393226,-12.25161078,-3.27118391,53.58782968,-35.46545347,-134.2259196,25.27307541,5x3x2xpool_Dep,0,#N/A
1673,-18.1558464,8.493474607,20.57772852,25.3562229,-3.373187626,-141.1166343,-32.59472594,5x3x2xpool_Dep,48.45360825,ON_01R
1782,27.11314222,8.160053038,2.377418302,42.73882956,15.03306906,31.88000936,7.167512893,5x3x2xpool_Dep,97.19008264,ON_0R
1965,23.17903824,18.29996234,14.13875382,31.95981206,25.41310797,-29.56330161,5.912008589,5x3x2xpool_Dep,98.01980198,ON_0R
1618,-5.878976038,-31.1499939,-14.98438238,37.60313657,-54.48965759,-231.2532503,-10.38043093,5x3x2xpool_Dep,0,#N/A
1844,-4.869742982,78.19299161,77.0489093,21.90459829,80.53328974,54.31091795,-28.08545895,5x3x2xpool_Dep,16.563147,#N/A
1757,53.43115062,13.66717705,6.811110554,59.68667538,23.91471058,-45.4042748,37.8630901,5x3x2xpool_Dep,69.88352745,ON_0R
2002,-19.57522262,67.15939977,73.12507751,28.97926015,59.82871376,16.75179432,-25.24470902,5x3x2xpool_Dep,18.66197183,#N/A
1366,-801.7863645,-42.89403375,-43.08111714,-830.885057,-46.4697727,45.24552872,-580.0496433,5x3x2xpool_Dep,95.41832669,ON_01R
1578,-13.00707449,37.70269387,43.88444813,29.90520682,37.42518253,-94.2197238,-14.6037632,5x3x2xpool_Dep,65.17412935,ON_0R
1519,43.26954092,15.67491712,-3.131284523,48.20435985,19.97901961,-35.10953894,21.93894728,5x3x2xpool_Dep,26.29272568,#N/A
2029,-504.1744874,51.45730679,53.24469989,-531.6482295,52.2539717,26.95621814,-312.7453636,5x3x2xpool_Dep,74.00722022,ON_0R
1910,8.343108958,6.15185364,5.999515205,23.08642014,22.98872329,-61.69308672,-12.92974579,5x3x2xpool_Dep,10.6741573,#N/A
2033,-0.126986095,20.12807427,20.52668593,40.50699416,10.6890456,-99.36900973,-5.093804244,5x3x2xpool_Dep,47.35376045,ON_0R
2018,-483.0648969,70.26835984,71.58905929,-438.3026671,67.09704662,76.2923252,-157.6039669,5x3x2xpool_Dep,88.42592593,ON_0R
1983,-1017.656394,65.14537027,65.14812378,-776.5571258,58.71489547,14.44226979,-694.3237856,5x3x2xpool_Dep,87.30964467,ON_0R
2036,-21.65707656,11.74616441,14.64033267,25.44921968,-3.235929107,-124.7918148,-28.84508986,5x3x2xpool_Dep,44.58438287,ON_0R
1788,-34.30355488,40.47307088,44.60254126,16.22914338,39.22695516,41.10102579,-37.30567172,5x3x2xpool_Dep,92.73356401,ON_01R
1755,9.060830617,45.38947013,40.68265988,30.06265371,39.7255171,-43.60093419,-0.755799449,5x3x2xpool_Dep,20.1754386,#N/A
1781,-580.9611612,17.35643933,18.1739626,-709.9025855,30.28582061,-45.26113778,-444.9480336,5x3x2xpool_Dep,80.03355705,ON_0R
1706,46.45167778,-43.62781339,-47.15736985,47.40913943,-5.492118609,-94.59373314,21.65928385,5x3x2xpool_Dep,59.72540046,ON_0R
1964,-13.62029791,42.45375068,38.23153013,24.2903383,33.89875308,-36.3712045,-25.67156548,5x3x2xpool_Dep,4.38247012,#N/A
2001,0.03711781,70.69031358,65.6841834,22.76213461,73.80942107,33.92490449,-4.16920553,5x3x2xpool_Dep,1.736111111,#N/A
1613,19.03832682,37.58796587,38.75677222,39.56852198,27.11913802,-6.134376995,31.65618262,5x3x2xpool_Dep,31.15384615,ON_05R
1562,-698.2319494,17.58665298,18.81562683,-676.6641572,11.66759191,-102.3068508,-337.8795535,5x3x2xpool_Dep,0,#N/A
2037,-8.746887155,27.67168149,20.3218578,16.47583056,31.19853875,-33.76092468,-17.2402668,5x3x2xpool_Dep,20.58823529,#N/A
1760,15.44604002,41.21014766,52.27920889,43.08341571,43.86724758,-42.47334458,3.781830942,5x3x2xpool_Dep,60.48192771,ON_0R
1751,5.407024704,12.764615,11.69186646,27.12858036,20.26963001,-84.41745104,-7.109567309,5x3x2xpool_Dep,48.10606061,ON_0R
1794,46.23747948,6.233112472,-17.52703457,59.62281499,-11.76464724,-148.7454467,31.36663322,5x3x2xpool_Dep,37.97468354,ON_05R
1779,4.239210195,28.54404127,31.98563302,18.11355937,45.13239478,79.90959934,-19.20362055,5x3x2xpool_Dep,89.25831202,ON_01R
2043,-19.34627724,45.3656747,50.78857709,30.54958424,39.24026799,-29.81830247,-12.65037039,5x3x2xpool_Dep,49.79919679,ON_0R
1650,-14.04199825,34.25818566,36.50243859,34.56737688,36.34694742,30.82322859,-22.08705063,5x3x2xpool_Dep,73.3201581,ON_05R
1955,-60.3321185,39.92424522,46.84550041,14.63724822,26.77018724,-70.32296237,-44.0762961,5x3x2xpool_Dep,46.80851064,ON_0R
1699,13.81528918,18.87331001,28.58244859,52.62284507,0.689450365,-85.46002785,16.4572945,5x3x2xpool_Dep,41.06813996,ON_0R
1420,36.33742615,25.81211037,42.31058002,61.98129542,6.35656687,-77.04279231,48.91273405,5x3x2xpool_Dep,63.24110672,ON_0R
2038,5.710207318,55.62571661,51.93578872,39.76622396,50.62208053,-1.686315514,4.124689803,5x3x2xpool_Dep,30.33472803,ON_05R
1708,38.1684942,-26.57752313,-28.45383287,50.26896655,-18.77429541,-157.1571285,29.19612782,5x3x2xpool_Dep,84.74576271,ON_0R
1940,-18.35771293,20.87923232,28.666334,23.35751863,19.15643552,-76.28797887,-21.24158451,5x3x2xpool_Dep,0,#N/A
1577,31.63081984,1.428213618,-13.75928242,38.17979111,11.01616296,-79.16685182,-4.971388631,5x3x2xpool_Dep,19.77186312,#N/A
1792,-0.524548004,45.64885519,39.51038043,47.70618396,33.66389723,-69.69380281,16.27282097,5x3x2xpool_Dep,79.67145791,ON_0R
1913,-553.6678699,52.1257232,54.69203079,-655.8908237,54.16350159,-0.101788469,-199.2014435,5x3x2xpool_Dep,0,#N/A
1686,-8.106257481,2.481196668,5.294474017,7.042178372,17.7695537,-47.07076225,-12.04854129,5x3x2xpool_Dep,60.6185567,WR_0R
1664,-181.2049674,-12.55841073,12.28264776,-16.5628415,-47.06935134,-317.5346925,-144.0597537,5x3x2xpool_Dep,24.18032787,#N/A
1589,-617.4113281,61.43392416,66.13509354,-463.0748031,54.72056328,-18.2652911,-223.346146,5x3x2xpool_Dep,0,#N/A
1791,24.52166738,47.26683747,47.5458232,48.66186883,43.18570513,-18.483553,13.02241158,5x3x2xpool_Dep,15.03416856,#N/A
1437,-62.06603021,-21.5524697,-0.456785683,-4.797672717,-15.6771821,-90.13490118,-68.7234422,5x3x2xpool_Dep,0,#N/A
1459,-20.86880177,27.72135753,35.68581873,6.171786784,32.62179718,0.497724715,-17.01237753,5x3x2xpool_Dep,83.65122616,ON_0R
1897,-29.7368932,51.98502333,53.84305479,4.67906521,61.55184743,-1.683495438,-38.70568348,5x3x2xpool_Dep,0,#N/A
2067,-36.24086281,17.75024448,27.96226719,0.8166909,35.02962431,-64.20021946,-45.78914021,5x3x2xpool_Dep,9.392265193,#N/A
2000,-1567.358845,46.99670359,50.31734269,-599.3102029,41.68686141,68.92003591,-923.4281937,5x3x2xpool_Dep,92.96296296,ON_0R
1909,-42.25610238,22.70407719,20.02999648,25.96894467,-2.464017525,-117.2605643,-22.54654015,5x3x2xpool_Dep,34.73684211,ON_0R
1862,-335.5333482,38.70085665,38.05719067,-383.4173205,39.63363921,-43.67173895,-138.4072411,5x3x2xpool_Dep,0,#N/A
2020,-15.23826752,31.19010454,16.63603903,14.70162435,21.63854562,-78.54052064,-22.45918162,5x3x2xpool_Dep,64.54545455,ON_0R
1749,47.82371601,-19.25109357,-2.651198137,56.86339288,15.44393227,-109.5757954,39.89733417,5x3x2xpool_Dep,70.50359712,ON_0R
1969,-17.52460567,58.63076073,55.80792399,16.78423404,59.96263665,-2.90393081,-20.47852559,5x3x2xpool_Dep,96.55172414,ON_0R
1431,-167.4697922,12.99923621,12.90478353,-30.45357093,-9.42951735,-234.2486053,-176.8038637,5x3x2xpool_Dep,34.52380952,ON_0R
1596,-21.23888383,2.00463419,-7.020096156,16.09523161,10.18029307,-183.4472473,-43.99244306,5x3x2xpool_Dep,70.58823529,ON_0R
1750,-9.79136701,20.35411298,5.943466328,26.95022563,11.35414098,-80.94322146,-6.23902873,5x3x2xpool_Dep,0,#N/A
1958,60.70753334,-4.69992654,-6.251935833,62.52120602,15.1515507,-39.92373168,40.77575775,5x3x2xpool_Dep,96.92307692,ON_0R
2054,-71.5285952,45.80519043,53.70392626,12.54528141,39.38655948,-76.97611371,-24.19614866,5x3x2xpool_Dep,68.58638743,ON_0R
1904,-689.3085971,44.46172855,48.458857,-582.6107387,33.60085333,-49.59742984,-294.165106,5x3x2xpool_Dep,37.03703704,ON_0R
1985,-965.2784656,28.82463231,39.00212503,-1058.253249,17.15619361,-66.02899619,-576.9745723,5x3x2xpool_Dep,77.3480663,ON_0R
1443,-63.21925149,71.96464777,73.16012916,-12.85190137,72.70972403,27.28254979,-66.51973885,5x3x2xpool_Dep,69.64285714,ON_0R
1528,13.43309534,4.011409912,7.756357903,53.84582437,-1.639551708,-181.0063783,26.56547012,5x3x2xpool_Dep,42.46575342,ON_05R
1707,-38.27352352,17.09629628,16.13444153,2.337272649,2.225238938,-149.2446015,-22.74177443,5x3x2xpool_Dep,0.37037037,#N/A
1947,-67.2010389,26.10404996,17.71328408,-2.921489593,20.81118869,-101.3146134,-49.3744236,5x3x2xpool_Dep,0,#N/A
1960,-29.72750898,45.7464017,51.24294392,1.346335818,48.76935639,-33.15250527,-46.65050462,5x3x2xpool_Dep,91.11111111,ON_01R
2003,-18.82205318,29.79415286,22.18553097,24.1472971,30.83155507,-45.3814448,17.62771484,5x3x2xpool_Dep,0,#N/A
1610,-5.103305884,41.9200953,53.19322616,44.49919024,44.82532532,-33.84817753,1.832312484,5x3x2xpool_Dep,36.96969697,ON_05R
1941,37.65462992,25.56130615,36.21991329,48.35571074,16.77793463,-43.63731501,12.50964213,5x3x2xpool_Dep,55.90219224,ON_0R
1977,-1416.526736,64.3097044,70.32782171,-1034.571165,57.00305486,-15.10576686,-572.1360773,5x3x2xpool_Dep,54.62962963,ON_0R
1787,-2123.518827,56.78128605,58.76334644,-1536.212397,45.62353918,74.87613782,-1123.200551,5x3x2xpool_Dep,93.24324324,WOR_02R
1682,47.72493471,-5.243822263,-18.63468024,64.9827721,-29.99911893,-20.66603721,-127.9707378,5x3x2xWOR_Dep,99,ON_0R
1531,19.05476741,-24.61062082,6.50935083,43.16836583,-41.67937511,17.04608758,35.95029343,5x3x2xpool_Dep,65.71428571,ON_0R
1778,-79.33251566,65.26389051,59.55635901,-4.917002051,51.96911428,93.72787491,-67.63009141,5x3x2xpool_Dep,94.83568075,ON_0R
1355,16.62992008,-108.5578607,-122.1289205,23.66518247,-69.25925346,-72.99661371,5.873113181,5x3x2xpool_Dep,88.63636364,ON_0R
1555,8.273478501,-73.46874193,-31.64405142,19.60240375,-34.59968411,-89.29621958,33.44995729,5x3x2xpool_Dep,95.77669903,ON_0R
1989,48.28917351,60.5111807,64.09393824,86.8981695,68.67076318,-24.56048411,49.89654115,5x3x2xWOR_Dep,92.45283019,ON_0R
2023,8.910468234,8.669448695,32.05468314,40.85979288,-5.761995064,-63.19587,46.70896963,5x3x2xpool_Dep,48.61111111,ON_05R
1660,24.92621008,29.07055886,41.11405872,48.33355532,-16.19684599,-67.39473458,-123.3182737,5x3x2xWOR_Dep,43.24324324,ON_01R
1638,33.78491729,4.546300738,62.25260174,49.84455512,40.08169285,76.38352902,-95.4034895,5x3x2xWOR_Dep,85.24590164,ON_0R
1797,68.46900823,-131.2916559,-95.02822433,67.01796141,-72.85096176,-261.350103,-218.4353162,5x3x2xWOR_Dep,61.56955204,ON_01R
2071,-314.6803159,58.43145355,69.73250094,-45.16232656,49.81201623,-82.97718758,-232.7502135,5x3x2xpool_Dep,51,#N/A
1433,-63.96115718,-35.41434555,15.79426543,22.20788141,-50.75722981,-141.3667785,-0.972478588,5x3x2xpool_Dep,16.66666667,#N/A
1377,49.98532341,-50.84238428,16.29924734,64.70412042,-23.16865675,-154.5855572,-88.16632323,5x3x2xWOR_Dep,86.51838402,ON_0R
1467,95.65089769,-131.2916559,-239.7265843,92.94082408,-28.89743148,74.28428715,-160.537986,5x3x2xWOR_Dep,99.50331126,ON_0R
1928,-2249.642794,8.494951243,36.1746278,-1593.836188,-9.113413104,-220.2953044,-456.2835626,5x3x2xpool_Dep,21.42857143,#N/A
2042,-184.9467404,-34.6041604,-16.0268389,-254.8412427,0.542105336,34.88649631,-49.58885717,5x3x2xpool_Dep,96.914446,ON_0R
1488,86.29087315,-717.2305175,-149.1328285,67.95747976,-258.0484208,-139.2989946,-216.3675544,5x3x2xWOR_Dep,98,#N/A
1376,53.38896869,-45.12417625,33.38694425,89.31915992,-449.0075785,-650.0416248,45.12365294,5x3x2xpool_Dep,74.58382878,ON_0R
1422,-64.50952225,40.89213238,64.13997166,41.25537955,11.03039241,-124.0384074,-48.16613706,5x3x2xpool_Dep,24.48979592,#N/A
1421,36.93801647,-141.804913,-69.86329215,14.39144844,-103.9319266,86.0240691,13.94391029,5x3x2xpool_Dep,99.14244879,ON_0R
1935,84.23450412,-38.77499354,-103.8359506,87.71703391,-19.3494736,-178.5868892,47.8924028,5x3x2xWOR_Dep,67.2655218,ON_0R
1487,83.40474118,-270.0666494,-194.4297064,67.67640502,-114.8290525,-170.0149849,-160.537986,5x3x2xWOR_Dep,98,#N/A
1378,36.93801647,-28.49536439,5.631504358,65.88064974,-110.0550735,-170.0149849,-212.6455832,5x3x2xWOR_Dep,89.94148788,ON_0R
