Stock ID,C109-0R-R1,C109-0R-R2,C109-01R-R1,C109-01R-R2
EDC1703,0.000199541,0.000239532,0.000124682,0.000210018
EDC1699,0.000231898,0.000272955,0.000287728,0.00022802
952,0.000323579,0.000356512,0.000278137,0.000324029
EDC18,0.000221112,0.000306378,0.000316501,0.000282025
1075,0.0003074,0.000300807,0.000268546,0.000246022
827,0.000302007,0.000423358,0.000374047,0.000414036
791,0.000156397,0.000144833,0.000172637,0.000138012
198,0.000388295,0.00044007,0.000393229,0.000324029
1110,0.000302007,0.000356512,0.000345274,0.00022802
1021,0.000226505,0.00032866,0.000297319,0.000180016
950,0.000199541,0.000178256,4.80E-05,0.000132012
1093,0.000188755,0.000250673,0.000163046,0.000156014
1029,0.000318186,0.000356512,0.00030691,0.000318028
EDC9,0.000248077,0.000289666,0.000364456,0.000204018
EDC19,0.000118646,0.000183827,0.000153455,0.000144013
1289,0.000226505,0.000250673,0.000239774,0.00033603
1190,0.000151004,0.000150404,8.63E-05,9.00E-05
641,0.000118646,0.00011141,7.67E-05,0.000144013
574,9.71E-05,0.000150404,0.000124682,8.40E-05
#N/A,0.000258863,0.00032866,0.000374047,0.000300026
1205,0.000145611,0.000261814,0.000182228,0.000132012
640,2.70E-05,6.68E-05,0.000115091,5.40E-05
1022,0.000102467,0.000144833,0.000230183,8.40E-05
EDC16,0.000264256,0.000228391,0.000182228,0.000210018
498,0.000140218,0.000211679,0.000268546,0.00011401
377,0.000188755,0.000133692,0.000172637,9.00E-05
1038,5.39E-05,4.46E-05,0.00020141,7.20E-05
441,7.01E-05,0.000139263,0.000220592,0.000120011
202,4.85E-05,4.46E-05,4.80E-05,1.80E-05
88,5.39E-05,7.80E-05,9.59E-05,9.00E-05
EDC32,9.17E-05,7.24E-05,0.000153455,7.20E-05
39,7.01E-05,5.57E-05,0.0001055,9.00E-05
EDC8,0.000204934,0.000278525,0.000287728,0.000240021
275,4.31E-05,4.46E-05,2.88E-05,4.20E-05
334,8.63E-05,0.000150404,7.67E-05,9.60E-05
1233,7.01E-05,4.46E-05,5.75E-05,5.40E-05
182,0.00010786,6.13E-05,8.63E-05,8.40E-05
674,0.000172576,0.000128122,0.000115091,0.000144013
440,2.16E-05,4.46E-05,3.84E-05,6.00E-06
646,6.47E-05,5.01E-05,0.000124682,3.60E-05
1108,5.93E-05,3.90E-05,7.67E-05,1.80E-05
332,9.17E-05,6.13E-05,7.67E-05,1.80E-05
643,8.63E-05,0.00011141,0.000134273,9.60E-05
EDC49,6.47E-05,4.46E-05,3.84E-05,7.20E-05
57,5.39E-05,2.79E-05,6.71E-05,8.40E-05
#N/A,7.01E-05,6.13E-05,3.84E-05,1.20E-05
930,3.24E-05,2.23E-05,8.63E-05,6.00E-06
880,4.31E-05,7.24E-05,7.67E-05,4.20E-05
41,0.000102467,0.00011141,0.000115091,0.00010801
947,2.70E-05,2.23E-05,1.92E-05,1.20E-05
635,4.85E-05,1.67E-05,9.59E-06,2.40E-05
EDC20,4.85E-05,2.23E-05,9.59E-06,3.00E-05
336,0.007205031,0.007631589,,
